id,label
zhncldpt,faculty
zhwcpf,project
zibqmi,other
zilams,course
ziuunycb,project
ziuzwl,project
zjggyij,other
zkivua,project
zkrcw,faculty
zkwhp,student
zlshvea,other
zlsqsds,student
zlvjh,other
zndgv,faculty
znnex,project
zobjoz,faculty
zodhxn,other
zonegssw,course
zoukpqm,student
zpeuuxw,student
zqaau,department
zqaipj,other
zrnggdny,project
zsakwfvj,project
zsbkhic,other
zsylru,other
ztmcj,project
ztoydtcl,staff
ztrfkwki,student
zudeebif,other
zupzrry,project
zvrysckq,student
zwcgsbo,student
zxcehieq,other
zxexuw,faculty
zxmmn,other
zxwkru,other
zybimtt,other
zypnixf,project
zzszho,student
